# No.	h	k	l	K_0	K_1	K_2	Intensity
28420	-1	6	-11	-0.07004500	0.42027000	-0.77049500	0.00000000
28421	-1	6	-10	-0.07004500	0.42027000	-0.70045000	0.00000000
28422	-1	6	-9	-0.07004500	0.42027000	-0.63040500	0.00000000
28423	-1	6	-8	-0.07004500	0.42027000	-0.56036000	0.00000000
28424	-1	6	-7	-0.07004500	0.42027000	-0.49031500	0.00000000
28425	-1	6	-6	-0.07004500	0.42027000	-0.42027000	0.00000000
28426	-1	6	-5	-0.07004500	0.42027000	-0.35022500	0.00000000
28427	-1	6	-4	-0.07004500	0.42027000	-0.28018000	0.00000000
28428	-1	6	-3	-0.07004500	0.42027000	-0.21013500	0.00000000
28429	-1	6	-2	-0.07004500	0.42027000	-0.14009000	0.00000000
28430	-1	6	-1	-0.07004500	0.42027000	-0.07004500	0.00000000
28431	-1	6	0	-0.07004500	0.42027000	0.00000000	0.00000000
28432	-1	6	1	-0.07004500	0.42027000	0.07004500	0.00000000
28433	-1	6	2	-0.07004500	0.42027000	0.14009000	0.00000000
28434	-1	6	3	-0.07004500	0.42027000	0.21013500	0.00000000
28435	-1	6	4	-0.07004500	0.42027000	0.28018000	0.00000000
28436	-1	6	5	-0.07004500	0.42027000	0.35022500	0.00000000
28437	-1	6	6	-0.07004500	0.42027000	0.42027000	0.00000000
28438	-1	6	7	-0.07004500	0.42027000	0.49031500	0.00000000
28439	-1	6	8	-0.07004500	0.42027000	0.56036000	0.00000000
28440	-1	6	9	-0.07004500	0.42027000	0.63040500	0.00000000
28441	-1	6	10	-0.07004500	0.42027000	0.70045000	0.00000000
28442	-1	6	11	-0.07004500	0.42027000	0.77049500	0.00000000
28443	-1	6	12	-0.07004500	0.42027000	0.84054000	0.00000000
28444	-1	6	13	-0.07004500	0.42027000	0.91058500	0.00000000
28445	-1	6	14	-0.07004500	0.42027000	0.98063000	0.00000000
28446	-1	6	15	-0.07004500	0.42027000	1.05067500	0.00000000
28447	-1	6	16	-0.07004500	0.42027000	1.12072000	0.00000000
28448	-1	6	17	-0.07004500	0.42027000	1.19076500	0.00000000
28449	-1	6	18	-0.07004500	0.42027000	1.26081000	0.00000000
28450	-1	6	19	-0.07004500	0.42027000	1.33085500	0.00000000
28451	-1	6	20	-0.07004500	0.42027000	1.40090000	0.00000000
28452	-1	6	21	-0.07004500	0.42027000	1.47094500	0.00000000
28453	-1	6	22	-0.07004500	0.42027000	1.54099000	0.00000000
28454	-1	6	23	-0.07004500	0.42027000	1.61103500	0.00000000
28455	-1	7	-23	-0.07004500	0.49031500	-1.61103500	0.00000000
28456	-1	7	-22	-0.07004500	0.49031500	-1.54099000	0.00000000
28457	-1	7	-21	-0.07004500	0.49031500	-1.47094500	0.00000000
28458	-1	7	-20	-0.07004500	0.49031500	-1.40090000	0.00000000
28459	-1	7	-19	-0.07004500	0.49031500	-1.33085500	0.00000000
28460	-1	7	-18	-0.07004500	0.49031500	-1.26081000	0.00000000
28461	-1	7	-17	-0.07004500	0.49031500	-1.19076500	0.00000000
28462	-1	7	-16	-0.07004500	0.49031500	-1.12072000	0.00000000
28463	-1	7	-15	-0.07004500	0.49031500	-1.05067500	0.00000000
28464	-1	7	-14	-0.07004500	0.49031500	-0.98063000	0.00000000
28465	-1	7	-13	-0.07004500	0.49031500	-0.91058500	0.00000000
28466	-1	7	-12	-0.07004500	0.49031500	-0.84054000	0.00000000
28467	-1	7	-11	-0.07004500	0.49031500	-0.77049500	0.00000000
28468	-1	7	-10	-0.07004500	0.49031500	-0.70045000	0.00000000
28469	-1	7	-9	-0.07004500	0.49031500	-0.63040500	0.00000000
28470	-1	7	-8	-0.07004500	0.49031500	-0.56036000	0.00000000
28471	-1	7	-7	-0.07004500	0.49031500	-0.49031500	0.00000000
28472	-1	7	-6	-0.07004500	0.49031500	-0.42027000	0.00000000
28473	-1	7	-5	-0.07004500	0.49031500	-0.35022500	0.00000000
28474	-1	7	-4	-0.07004500	0.49031500	-0.28018000	0.00000000
28475	-1	7	-3	-0.07004500	0.49031500	-0.21013500	0.00000000
28476	-1	7	-2	-0.07004500	0.49031500	-0.14009000	0.00000000
28477	-1	7	-1	-0.07004500	0.49031500	-0.07004500	0.00000000
28478	-1	7	0	-0.07004500	0.49031500	0.00000000	0.00000000
28479	-1	7	1	-0.07004500	0.49031500	0.07004500	0.00000000
28480	-1	7	2	-0.07004500	0.49031500	0.14009000	0.00000000
28481	-1	7	3	-0.07004500	0.49031500	0.21013500	0.00000000
28482	-1	7	4	-0.07004500	0.49031500	0.28018000	0.00000000
28483	-1	7	5	-0.07004500	0.49031500	0.35022500	0.00000000
28484	-1	7	6	-0.07004500	0.49031500	0.42027000	0.00000000
28485	-1	7	7	-0.07004500	0.49031500	0.49031500	0.00000000
28486	-1	7	8	-0.07004500	0.49031500	0.56036000	0.00000000
28487	-1	7	9	-0.07004500	0.49031500	0.63040500	0.00000000
28488	-1	7	10	-0.07004500	0.49031500	0.70045000	0.00000000
28489	-1	7	11	-0.07004500	0.49031500	0.77049500	0.00000000
28490	-1	7	12	-0.07004500	0.49031500	0.84054000	0.00000000
28491	-1	7	13	-0.07004500	0.49031500	0.91058500	0.00000000
28492	-1	7	14	-0.07004500	0.49031500	0.98063000	0.00000000
28493	-1	7	15	-0.07004500	0.49031500	1.05067500	0.00000000
28494	-1	7	16	-0.07004500	0.49031500	1.12072000	0.00000000
28495	-1	7	17	-0.07004500	0.49031500	1.19076500	0.00000000
28496	-1	7	18	-0.07004500	0.49031500	1.26081000	0.00000000
28497	-1	7	19	-0.07004500	0.49031500	1.33085500	0.00000000
28498	-1	7	20	-0.07004500	0.49031500	1.40090000	0.00000000
28499	-1	7	21	-0.07004500	0.49031500	1.47094500	0.00000000
28500	-1	7	22	-0.07004500	0.49031500	1.54099000	0.00000000
28501	-1	7	23	-0.07004500	0.49031500	1.61103500	0.00000000
28502	-1	8	-22	-0.07004500	0.56036000	-1.54099000	0.00000000
28503	-1	8	-21	-0.07004500	0.56036000	-1.47094500	0.00000000
28504	-1	8	-20	-0.07004500	0.56036000	-1.40090000	0.00000000
28505	-1	8	-19	-0.07004500	0.56036000	-1.33085500	0.00000000
28506	-1	8	-18	-0.07004500	0.56036000	-1.26081000	0.00000000
28507	-1	8	-17	-0.07004500	0.56036000	-1.19076500	0.00000000
28508	-1	8	-16	-0.07004500	0.56036000	-1.12072000	0.00000000
28509	-1	8	-15	-0.07004500	0.56036000	-1.05067500	0.00000000
28510	-1	8	-14	-0.07004500	0.56036000	-0.98063000	0.00000000
28511	-1	8	-13	-0.07004500	0.56036000	-0.91058500	0.00000000
28512	-1	8	-12	-0.07004500	0.56036000	-0.84054000	0.00000000
28513	-1	8	-11	-0.07004500	0.56036000	-0.77049500	0.00000000
28514	-1	8	-10	-0.07004500	0.56036000	-0.70045000	0.00000000
28515	-1	8	-9	-0.07004500	0.56036000	-0.63040500	0.00000000
28516	-1	8	-8	-0.07004500	0.56036000	-0.56036000	0.00000000
28517	-1	8	-7	-0.07004500	0.56036000	-0.49031500	0.00000000
28518	-1	8	-6	-0.07004500	0.56036000	-0.42027000	0.00000000
28519	-1	8	-5	-0.07004500	0.56036000	-0.35022500	0.00000000
28520	-1	8	-4	-0.07004500	0.56036000	-0.28018000	0.00000000
28521	-1	8	-3	-0.07004500	0.56036000	-0.21013500	0.00000000
28522	-1	8	-2	-0.07004500	0.56036000	-0.14009000	0.00000000
28523	-1	8	-1	-0.07004500	0.56036000	-0.07004500	0.00000000
28524	-1	8	0	-0.07004500	0.56036000	0.00000000	0.00000000
28525	-1	8	1	-0.07004500	0.56036000	0.07004500	0.00000000
28526	-1	8	2	-0.07004500	0.56036000	0.14009000	0.00000000
28527	-1	8	3	-0.07004500	0.56036000	0.21013500	0.00000000
28528	-1	8	4	-0.07004500	0.56036000	0.28018000	0.00000000
28529	-1	8	5	-0.07004500	0.56036000	0.35022500	0.00000000
28530	-1	8	6	-0.07004500	0.56036000	0.42027000	0.00000000
28531	-1	8	7	-0.07004500	0.56036000	0.49031500	0.00000000
28532	-1	8	8	-0.07004500	0.56036000	0.56036000	0.00000000
28533	-1	8	9	-0.07004500	0.56036000	0.63040500	0.00000000
28534	-1	8	10	-0.07004500	0.56036000	0.70045000	0.00000000
28535	-1	8	11	-0.07004500	0.56036000	0.77049500	0.00000000
28536	-1	8	12	-0.07004500	0.56036000	0.84054000	0.00000000
28537	-1	8	13	-0.07004500	0.56036000	0.91058500	0.00000000
28538	-1	8	14	-0.07004500	0.56036000	0.98063000	0.00000000
28539	-1	8	15	-0.07004500	0.56036000	1.05067500	0.00000000
28540	-1	8	16	-0.07004500	0.56036000	1.12072000	0.00000000
28541	-1	8	17	-0.07004500	0.56036000	1.19076500	0.00000000
28542	-1	8	18	-0.07004500	0.56036000	1.26081000	0.00000000
28543	-1	8	19	-0.07004500	0.56036000	1.33085500	0.00000000
28544	-1	8	20	-0.07004500	0.56036000	1.40090000	0.00000000
28545	-1	8	21	-0.07004500	0.56036000	1.47094500	0.00000000
28546	-1	8	22	-0.07004500	0.56036000	1.54099000	0.00000000
28547	-1	9	-22	-0.07004500	0.63040500	-1.54099000	0.00000000
28548	-1	9	-21	-0.07004500	0.63040500	-1.47094500	0.00000000
28549	-1	9	-20	-0.07004500	0.63040500	-1.40090000	0.00000000
28550	-1	9	-19	-0.07004500	0.63040500	-1.33085500	0.00000000
28551	-1	9	-18	-0.07004500	0.63040500	-1.26081000	0.00000000
28552	-1	9	-17	-0.07004500	0.63040500	-1.19076500	0.00000000
28553	-1	9	-16	-0.07004500	0.63040500	-1.12072000	0.00000000
28554	-1	9	-15	-0.07004500	0.63040500	-1.05067500	0.00000000
28555	-1	9	-14	-0.07004500	0.63040500	-0.98063000	0.00000000
28556	-1	9	-13	-0.07004500	0.63040500	-0.91058500	0.00000000
28557	-1	9	-12	-0.07004500	0.63040500	-0.84054000	0.00000000
28558	-1	9	-11	-0.07004500	0.63040500	-0.77049500	0.00000000
28559	-1	9	-10	-0.07004500	0.63040500	-0.70045000	0.00000000
28560	-1	9	-9	-0.07004500	0.63040500	-0.63040500	0.00000000
28561	-1	9	-8	-0.07004500	0.63040500	-0.56036000	0.00000000
28562	-1	9	-7	-0.07004500	0.63040500	-0.49031500	0.00000000
28563	-1	9	-6	-0.07004500	0.63040500	-0.42027000	0.00000000
28564	-1	9	-5	-0.07004500	0.63040500	-0.35022500	0.00000000
28565	-1	9	-4	-0.07004500	0.63040500	-0.28018000	0.00000000
28566	-1	9	-3	-0.07004500	0.63040500	-0.21013500	0.00000000
28567	-1	9	-2	-0.07004500	0.63040500	-0.14009000	0.00000000
28568	-1	9	-1	-0.07004500	0.63040500	-0.07004500	0.00000000
28569	-1	9	0	-0.07004500	0.63040500	0.00000000	0.00000000
28570	-1	9	1	-0.07004500	0.63040500	0.07004500	0.00000000
28571	-1	9	2	-0.07004500	0.63040500	0.14009000	0.00000000
28572	-1	9	3	-0.07004500	0.63040500	0.21013500	0.00000000
28573	-1	9	4	-0.07004500	0.63040500	0.28018000	0.00000000
28574	-1	9	5	-0.07004500	0.63040500	0.35022500	0.00000000
28575	-1	9	6	-0.07004500	0.63040500	0.42027000	0.00000000
28576	-1	9	7	-0.07004500	0.63040500	0.49031500	0.00000000
28577	-1	9	8	-0.07004500	0.63040500	0.56036000	0.00000000
28578	-1	9	9	-0.07004500	0.63040500	0.63040500	0.00000000
28579	-1	9	10	-0.07004500	0.63040500	0.70045000	0.00000000
28580	-1	9	11	-0.07004500	0.63040500	0.77049500	0.00000000
28581	-1	9	12	-0.07004500	0.63040500	0.84054000	0.00000000
28582	-1	9	13	-0.07004500	0.63040500	0.91058500	0.00000000
28583	-1	9	14	-0.07004500	0.63040500	0.98063000	0.00000000
28584	-1	9	15	-0.07004500	0.63040500	1.05067500	0.00000000
28585	-1	9	16	-0.07004500	0.63040500	1.12072000	0.00000000
28586	-1	9	17	-0.07004500	0.63040500	1.19076500	0.00000000
28587	-1	9	18	-0.07004500	0.63040500	1.26081000	0.00000000
28588	-1	9	19	-0.07004500	0.63040500	1.33085500	0.00000000
28589	-1	9	20	-0.07004500	0.63040500	1.40090000	0.00000000
28590	-1	9	21	-0.07004500	0.63040500	1.47094500	0.00000000
28591	-1	9	22	-0.07004500	0.63040500	1.54099000	0.00000000
28592	-1	10	-22	-0.07004500	0.70045000	-1.54099000	0.00000000
28593	-1	10	-21	-0.07004500	0.70045000	-1.47094500	0.00000000
28594	-1	10	-20	-0.07004500	0.70045000	-1.40090000	0.00000034
28595	-1	10	-19	-0.07004500	0.70045000	-1.33085500	0.00000000
28596	-1	10	-18	-0.07004500	0.70045000	-1.26081000	0.00000000
28597	-1	10	-17	-0.07004500	0.70045000	-1.19076500	0.00000000
28598	-1	10	-16	-0.07004500	0.70045000	-1.12072000	0.00000000
28599	-1	10	-15	-0.07004500	0.70045000	-1.05067500	0.00000005
28600	-1	10	-14	-0.07004500	0.70045000	-0.98063000	0.00000000
28601	-1	10	-13	-0.07004500	0.70045000	-0.91058500	0.00000000
28602	-1	10	-12	-0.07004500	0.70045000	-0.84054000	0.00000000
28603	-1	10	-11	-0.07004500	0.70045000	-0.77049500	0.00000000
28604	-1	10	-10	-0.07004500	0.70045000	-0.70045000	0.00000075
28605	-1	10	-9	-0.07004500	0.70045000	-0.63040500	0.00000000
28606	-1	10	-8	-0.07004500	0.70045000	-0.56036000	0.00000000
28607	-1	10	-7	-0.07004500	0.70045000	-0.49031500	0.00000000
28608	-1	10	-6	-0.07004500	0.70045000	-0.42027000	0.00000000
28609	-1	10	-5	-0.07004500	0.70045000	-0.35022500	0.00000012
28610	-1	10	-4	-0.07004500	0.70045000	-0.28018000	0.00000000
28611	-1	10	-3	-0.07004500	0.70045000	-0.21013500	0.00000000
28612	-1	10	-2	-0.07004500	0.70045000	-0.14009000	0.00000000
28613	-1	10	-1	-0.07004500	0.70045000	-0.07004500	0.00000000
28614	-1	10	0	-0.07004500	0.70045000	0.00000000	0.00000129
28615	-1	10	1	-0.07004500	0.70045000	0.07004500	0.00000000
28616	-1	10	2	-0.07004500	0.70045000	0.14009000	0.00000000
28617	-1	10	3	-0.07004500	0.70045000	0.21013500	0.00000000
28618	-1	10	4	-0.07004500	0.70045000	0.28018000	0.00000000
28619	-1	10	5	-0.07004500	0.70045000	0.35022500	0.00000012
28620	-1	10	6	-0.07004500	0.70045000	0.42027000	0.00000000
28621	-1	10	7	-0.07004500	0.70045000	0.49031500	0.00000000
28622	-1	10	8	-0.07004500	0.70045000	0.56036000	0.00000000
28623	-1	10	9	-0.07004500	0.70045000	0.63040500	0.00000000
28624	-1	10	10	-0.07004500	0.70045000	0.70045000	0.00000075
28625	-1	10	11	-0.07004500	0.70045000	0.77049500	0.00000000
28626	-1	10	12	-0.07004500	0.70045000	0.84054000	0.00000000
28627	-1	10	13	-0.07004500	0.70045000	0.91058500	0.00000000
28628	-1	10	14	-0.07004500	0.70045000	0.98063000	0.00000000
28629	-1	10	15	-0.07004500	0.70045000	1.05067500	0.00000005
28630	-1	10	16	-0.07004500	0.70045000	1.12072000	0.00000000
28631	-1	10	17	-0.07004500	0.70045000	1.19076500	0.00000000
28632	-1	10	18	-0.07004500	0.70045000	1.26081000	0.00000000
28633	-1	10	19	-0.07004500	0.70045000	1.33085500	0.00000000
28634	-1	10	20	-0.07004500	0.70045000	1.40090000	0.00000034
28635	-1	10	21	-0.07004500	0.70045000	1.47094500	0.00000000
28636	-1	10	22	-0.07004500	0.70045000	1.54099000	0.00000000
28637	-1	11	-21	-0.07004500	0.77049500	-1.47094500	0.00000000
28638	-1	11	-20	-0.07004500	0.77049500	-1.40090000	0.00000000
28639	-1	11	-19	-0.07004500	0.77049500	-1.33085500	0.00000000
28640	-1	11	-18	-0.07004500	0.77049500	-1.26081000	0.00000000
28641	-1	11	-17	-0.07004500	0.77049500	-1.19076500	0.00000000
28642	-1	11	-16	-0.07004500	0.77049500	-1.12072000	0.00000000
28643	-1	11	-15	-0.07004500	0.77049500	-1.05067500	0.00000000
28644	-1	11	-14	-0.07004500	0.77049500	-0.98063000	0.00000000
28645	-1	11	-13	-0.07004500	0.77049500	-0.91058500	0.00000000
28646	-1	11	-12	-0.07004500	0.77049500	-0.84054000	0.00000000
28647	-1	11	-11	-0.07004500	0.77049500	-0.77049500	0.00000000
28648	-1	11	-10	-0.07004500	0.77049500	-0.70045000	0.00000000
28649	-1	11	-9	-0.07004500	0.77049500	-0.63040500	0.00000000
28650	-1	11	-8	-0.07004500	0.77049500	-0.56036000	0.00000000
28651	-1	11	-7	-0.07004500	0.77049500	-0.49031500	0.00000000
28652	-1	11	-6	-0.07004500	0.77049500	-0.42027000	0.00000000
28653	-1	11	-5	-0.07004500	0.77049500	-0.35022500	0.00000000
28654	-1	11	-4	-0.07004500	0.77049500	-0.28018000	0.00000000
28655	-1	11	-3	-0.07004500	0.77049500	-0.21013500	0.00000000
28656	-1	11	-2	-0.07004500	0.77049500	-0.14009000	0.00000000
28657	-1	11	-1	-0.07004500	0.77049500	-0.07004500	0.00000000
28658	-1	11	0	-0.07004500	0.77049500	0.00000000	0.00000000
28659	-1	11	1	-0.07004500	0.77049500	0.07004500	0.00000000
28660	-1	11	2	-0.07004500	0.77049500	0.14009000	0.00000000
28661	-1	11	3	-0.07004500	0.77049500	0.21013500	0.00000000
28662	-1	11	4	-0.07004500	0.77049500	0.28018000	0.00000000
28663	-1	11	5	-0.07004500	0.77049500	0.35022500	0.00000000
28664	-1	11	6	-0.07004500	0.77049500	0.42027000	0.00000000
28665	-1	11	7	-0.07004500	0.77049500	0.49031500	0.00000000
28666	-1	11	8	-0.07004500	0.77049500	0.56036000	0.00000000
28667	-1	11	9	-0.07004500	0.77049500	0.63040500	0.00000000
28668	-1	11	10	-0.07004500	0.77049500	0.70045000	0.00000000
28669	-1	11	11	-0.07004500	0.77049500	0.77049500	0.00000000
28670	-1	11	12	-0.07004500	0.77049500	0.84054000	0.00000000
28671	-1	11	13	-0.07004500	0.77049500	0.91058500	0.00000000
28672	-1	11	14	-0.07004500	0.77049500	0.98063000	0.00000000
28673	-1	11	15	-0.07004500	0.77049500	1.05067500	0.00000000
28674	-1	11	16	-0.07004500	0.77049500	1.12072000	0.00000000
28675	-1	11	17	-0.07004500	0.77049500	1.19076500	0.00000000
28676	-1	11	18	-0.07004500	0.77049500	1.26081000	0.00000000
28677	-1	11	19	-0.07004500	0.77049500	1.33085500	0.00000000
28678	-1	11	20	-0.07004500	0.77049500	1.40090000	0.00000000
28679	-1	11	21	-0.07004500	0.77049500	1.47094500	0.00000000
28680	-1	12	-21	-0.07004500	0.84054000	-1.47094500	0.00000000
28681	-1	12	-20	-0.07004500	0.84054000	-1.40090000	0.00000000
28682	-1	12	-19	-0.07004500	0.84054000	-1.33085500	0.00000000
28683	-1	12	-18	-0.07004500	0.84054000	-1.26081000	0.00000000
28684	-1	12	-17	-0.07004500	0.84054000	-1.19076500	0.00000000
28685	-1	12	-16	-0.07004500	0.84054000	-1.12072000	0.00000000
28686	-1	12	-15	-0.07004500	0.84054000	-1.05067500	0.00000000
28687	-1	12	-14	-0.07004500	0.84054000	-0.98063000	0.00000000
28688	-1	12	-13	-0.07004500	0.84054000	-0.91058500	0.00000000
28689	-1	12	-12	-0.07004500	0.84054000	-0.84054000	0.00000000
28690	-1	12	-11	-0.07004500	0.84054000	-0.77049500	0.00000000
28691	-1	12	-10	-0.07004500	0.84054000	-0.70045000	0.00000000
28692	-1	12	-9	-0.07004500	0.84054000	-0.63040500	0.00000000
28693	-1	12	-8	-0.07004500	0.84054000	-0.56036000	0.00000000
28694	-1	12	-7	-0.07004500	0.84054000	-0.49031500	0.00000000
28695	-1	12	-6	-0.07004500	0.84054000	-0.42027000	0.00000000
28696	-1	12	-5	-0.07004500	0.84054000	-0.35022500	0.00000000
28697	-1	12	-4	-0.07004500	0.84054000	-0.28018000	0.00000000
28698	-1	12	-3	-0.07004500	0.84054000	-0.21013500	0.00000000
28699	-1	12	-2	-0.07004500	0.84054000	-0.14009000	0.00000000
28700	-1	12	-1	-0.07004500	0.84054000	-0.07004500	0.00000000
28701	-1	12	0	-0.07004500	0.84054000	0.00000000	0.00000000
28702	-1	12	1	-0.07004500	0.84054000	0.07004500	0.00000000
28703	-1	12	2	-0.07004500	0.84054000	0.14009000	0.00000000
28704	-1	12	3	-0.07004500	0.84054000	0.21013500	0.00000000
28705	-1	12	4	-0.07004500	0.84054000	0.28018000	0.00000000
28706	-1	12	5	-0.07004500	0.84054000	0.35022500	0.00000000
28707	-1	12	6	-0.07004500	0.84054000	0.42027000	0.00000000
28708	-1	12	7	-0.07004500	0.84054000	0.49031500	0.00000000
28709	-1	12	8	-0.07004500	0.84054000	0.56036000	0.00000000
28710	-1	12	9	-0.07004500	0.84054000	0.63040500	0.00000000
28711	-1	12	10	-0.07004500	0.84054000	0.70045000	0.00000000
28712	-1	12	11	-0.07004500	0.84054000	0.77049500	0.00000000
28713	-1	12	12	-0.07004500	0.84054000	0.84054000	0.00000000
28714	-1	12	13	-0.07004500	0.84054000	0.91058500	0.00000000
28715	-1	12	14	-0.07004500	0.84054000	0.98063000	0.00000000
28716	-1	12	15	-0.07004500	0.84054000	1.05067500	0.00000000
28717	-1	12	16	-0.07004500	0.84054000	1.12072000	0.00000000
28718	-1	12	17	-0.07004500	0.84054000	1.19076500	0.00000000
28719	-1	12	18	-0.07004500	0.84054000	1.26081000	0.00000000
28720	-1	12	19	-0.07004500	0.84054000	1.33085500	0.00000000
28721	-1	12	20	-0.07004500	0.84054000	1.40090000	0.00000000
28722	-1	12	21	-0.07004500	0.84054000	1.47094500	0.00000000
28723	-1	13	-20	-0.07004500	0.91058500	-1.40090000	0.00000000
28724	-1	13	-19	-0.07004500	0.91058500	-1.33085500	0.00000000
28725	-1	13	-18	-0.07004500	0.91058500	-1.26081000	0.00000000
28726	-1	13	-17	-0.07004500	0.91058500	-1.19076500	0.00000000
28727	-1	13	-16	-0.07004500	0.91058500	-1.12072000	0.00000000
28728	-1	13	-15	-0.07004500	0.91058500	-1.05067500	0.00000000
28729	-1	13	-14	-0.07004500	0.91058500	-0.98063000	0.00000000
28730	-1	13	-13	-0.07004500	0.91058500	-0.91058500	0.00000000
28731	-1	13	-12	-0.07004500	0.91058500	-0.84054000	0.00000000
28732	-1	13	-11	-0.07004500	0.91058500	-0.77049500	0.00000000
28733	-1	13	-10	-0.07004500	0.91058500	-0.70045000	0.00000000
28734	-1	13	-9	-0.07004500	0.91058500	-0.63040500	0.00000000
28735	-1	13	-8	-0.07004500	0.91058500	-0.56036000	0.00000000
28736	-1	13	-7	-0.07004500	0.91058500	-0.49031500	0.00000000
28737	-1	13	-6	-0.07004500	0.91058500	-0.42027000	0.00000000
28738	-1	13	-5	-0.07004500	0.91058500	-0.35022500	0.00000000
28739	-1	13	-4	-0.07004500	0.91058500	-0.28018000	0.00000000
28740	-1	13	-3	-0.07004500	0.91058500	-0.21013500	0.00000000
28741	-1	13	-2	-0.07004500	0.91058500	-0.14009000	0.00000000
28742	-1	13	-1	-0.07004500	0.91058500	-0.07004500	0.00000000
28743	-1	13	0	-0.07004500	0.91058500	0.00000000	0.00000000
28744	-1	13	1	-0.07004500	0.91058500	0.07004500	0.00000000
28745	-1	13	2	-0.07004500	0.91058500	0.14009000	0.00000000
28746	-1	13	3	-0.07004500	0.91058500	0.21013500	0.00000000
28747	-1	13	4	-0.07004500	0.91058500	0.28018000	0.00000000
28748	-1	13	5	-0.07004500	0.91058500	0.35022500	0.00000000
28749	-1	13	6	-0.07004500	0.91058500	0.42027000	0.00000000
28750	-1	13	7	-0.07004500	0.91058500	0.49031500	0.00000000
28751	-1	13	8	-0.07004500	0.91058500	0.56036000	0.00000000
28752	-1	13	9	-0.07004500	0.91058500	0.63040500	0.00000000
28753	-1	13	10	-0.07004500	0.91058500	0.70045000	0.00000000
28754	-1	13	11	-0.07004500	0.91058500	0.77049500	0.00000000
28755	-1	13	12	-0.07004500	0.91058500	0.84054000	0.00000000
28756	-1	13	13	-0.07004500	0.91058500	0.91058500	0.00000000
28757	-1	13	14	-0.07004500	0.91058500	0.98063000	0.00000000
28758	-1	13	15	-0.07004500	0.91058500	1.05067500	0.00000000
28759	-1	13	16	-0.07004500	0.91058500	1.12072000	0.00000000
28760	-1	13	17	-0.07004500	0.91058500	1.19076500	0.00000000
28761	-1	13	18	-0.07004500	0.91058500	1.26081000	0.00000000
28762	-1	13	19	-0.07004500	0.91058500	1.33085500	0.00000000
28763	-1	13	20	-0.07004500	0.91058500	1.40090000	0.00000000
28764	-1	14	-19	-0.07004500	0.98063000	-1.33085500	0.00000000
28765	-1	14	-18	-0.07004500	0.98063000	-1.26081000	0.00000000
28766	-1	14	-17	-0.07004500	0.98063000	-1.19076500	0.00000000
28767	-1	14	-16	-0.07004500	0.98063000	-1.12072000	0.00000000
28768	-1	14	-15	-0.07004500	0.98063000	-1.05067500	0.00000000
28769	-1	14	-14	-0.07004500	0.98063000	-0.98063000	0.00000000
28770	-1	14	-13	-0.07004500	0.98063000	-0.91058500	0.00000000
28771	-1	14	-12	-0.07004500	0.98063000	-0.84054000	0.00000000
28772	-1	14	-11	-0.07004500	0.98063000	-0.77049500	0.00000000
28773	-1	14	-10	-0.07004500	0.98063000	-0.70045000	0.00000000
28774	-1	14	-9	-0.07004500	0.98063000	-0.63040500	0.00000000
28775	-1	14	-8	-0.07004500	0.98063000	-0.56036000	0.00000000
28776	-1	14	-7	-0.07004500	0.98063000	-0.49031500	0.00000000
28777	-1	14	-6	-0.07004500	0.98063000	-0.42027000	0.00000000
28778	-1	14	-5	-0.07004500	0.98063000	-0.35022500	0.00000000
28779	-1	14	-4	-0.07004500	0.98063000	-0.28018000	0.00000000
28780	-1	14	-3	-0.07004500	0.98063000	-0.21013500	0.00000000
28781	-1	14	-2	-0.07004500	0.98063000	-0.14009000	0.00000000
28782	-1	14	-1	-0.07004500	0.98063000	-0.07004500	0.00000000
28783	-1	14	0	-0.07004500	0.98063000	0.00000000	0.00000000
28784	-1	14	1	-0.07004500	0.98063000	0.07004500	0.00000000
28785	-1	14	2	-0.07004500	0.98063000	0.14009000	0.00000000
28786	-1	14	3	-0.07004500	0.98063000	0.21013500	0.00000000
